Array ID	Array	Experiment ID	Experiment	Functional category ID	Functional category
543	GSM83082	27	GSE3591	2	aerobic__anaerobic
544	GSM83083	27	GSE3591	2	aerobic__anaerobic
545	GSM94002	28	GSE4112	3	DNA
546	GSM94003	28	GSE4112	3	DNA
547	GSM94004	28	GSE4112	3	DNA
548	GSM94005	28	GSE4112	3	DNA
564	GSM98717	29	GSE4321	13	sigma_factor
549	GSM98718	29	GSE4321	13	sigma_factor
550	GSM98719	29	GSE4321	13	sigma_factor
551	GSM98720	29	GSE4321	13	sigma_factor
552	GSM98721	29	GSE4321	13	sigma_factor
553	GSM98722	29	GSE4321	13	sigma_factor
554	GSM98723	29	GSE4321	13	sigma_factor
555	GSM98724	29	GSE4321	13	sigma_factor
556	GSM98725	29	GSE4321	13	sigma_factor
557	GSM98726	29	GSE4321	13	sigma_factor
558	GSM98727	29	GSE4321	13	sigma_factor
559	GSM98728	29	GSE4321	13	sigma_factor
560	GSM98729	29	GSE4321	13	sigma_factor
561	GSM98730	29	GSE4321	13	sigma_factor
562	GSM98731	29	GSE4321	13	sigma_factor
563	GSM98732	29	GSE4321	13	sigma_factor
116	GSM18235	3	GSE1121	2	aerobic__anaerobic
117	GSM18236	3	GSE1121	2	aerobic__anaerobic
118	GSM18237	3	GSE1121	2	aerobic__anaerobic
119	GSM18246	3	GSE1121	2	aerobic__anaerobic
120	GSM18247	3	GSE1121	2	aerobic__anaerobic
121	GSM18248	3	GSE1121	2	aerobic__anaerobic
122	GSM18249	3	GSE1121	2	aerobic__anaerobic
123	GSM18250	3	GSE1121	2	aerobic__anaerobic
124	GSM18251	3	GSE1121	2	aerobic__anaerobic
125	GSM18252	3	GSE1121	2	aerobic__anaerobic
126	GSM18253	3	GSE1121	2	aerobic__anaerobic
127	GSM18254	3	GSE1121	2	aerobic__anaerobic
128	GSM18255	3	GSE1121	2	aerobic__anaerobic
129	GSM18256	3	GSE1121	2	aerobic__anaerobic
130	GSM18257	3	GSE1121	2	aerobic__anaerobic
131	GSM18258	3	GSE1121	2	aerobic__anaerobic
132	GSM18259	3	GSE1121	2	aerobic__anaerobic
133	GSM18260	3	GSE1121	2	aerobic__anaerobic
134	GSM18261	3	GSE1121	2	aerobic__anaerobic
135	GSM18262	3	GSE1121	2	aerobic__anaerobic
136	GSM18263	3	GSE1121	2	aerobic__anaerobic
137	GSM18264	3	GSE1121	2	aerobic__anaerobic
138	GSM18265	3	GSE1121	2	aerobic__anaerobic
139	GSM18266	3	GSE1121	2	aerobic__anaerobic
140	GSM18271	3	GSE1121	2	aerobic__anaerobic
141	GSM18272	3	GSE1121	2	aerobic__anaerobic
142	GSM18273	3	GSE1121	2	aerobic__anaerobic
143	GSM18274	3	GSE1121	2	aerobic__anaerobic
144	GSM18275	3	GSE1121	2	aerobic__anaerobic
145	GSM18276	3	GSE1121	2	aerobic__anaerobic
146	GSM18277	3	GSE1121	2	aerobic__anaerobic
147	GSM18278	3	GSE1121	2	aerobic__anaerobic
148	GSM18279	3	GSE1121	2	aerobic__anaerobic
149	GSM18280	3	GSE1121	2	aerobic__anaerobic
150	GSM18281	3	GSE1121	2	aerobic__anaerobic
151	GSM18282	3	GSE1121	2	aerobic__anaerobic
152	GSM18283	3	GSE1121	2	aerobic__anaerobic
153	GSM18284	3	GSE1121	2	aerobic__anaerobic
154	GSM18285	3	GSE1121	2	aerobic__anaerobic
155	GSM18286	3	GSE1121	2	aerobic__anaerobic
156	GSM18287	3	GSE1121	2	aerobic__anaerobic
157	GSM18288	3	GSE1121	2	aerobic__anaerobic
158	GSM18289	3	GSE1121	2	aerobic__anaerobic
565	GSM99081	30	GSE4357	10	antibiotic__toxic_agent
566	GSM99082	30	GSE4357	10	antibiotic__toxic_agent
567	GSM99083	30	GSE4357	10	antibiotic__toxic_agent
568	GSM99084	30	GSE4357	10	antibiotic__toxic_agent
569	GSM99085	30	GSE4357	10	antibiotic__toxic_agent
570	GSM99086	30	GSE4357	10	antibiotic__toxic_agent
571	GSM99087	31	GSE4358	9	heat_cold_stress
572	GSM99088	31	GSE4358	9	heat_cold_stress
573	GSM99089	31	GSE4358	9	heat_cold_stress
574	GSM99090	31	GSE4358	9	heat_cold_stress
575	GSM99091	31	GSE4358	9	heat_cold_stress
576	GSM99092	31	GSE4358	9	heat_cold_stress
577	GSM99093	32	GSE4359	7	diauxic_shift
578	GSM99094	32	GSE4359	7	diauxic_shift
579	GSM99095	32	GSE4359	7	diauxic_shift
580	GSM99096	32	GSE4359	7	diauxic_shift
581	GSM99097	32	GSE4359	7	diauxic_shift
582	GSM99098	32	GSE4359	7	diauxic_shift
583	GSM99099	32	GSE4359	7	diauxic_shift
584	GSM99100	33	GSE4360	10	antibiotic__toxic_agent
585	GSM99101	33	GSE4360	10	antibiotic__toxic_agent
586	GSM99102	33	GSE4360	10	antibiotic__toxic_agent
587	GSM99103	33	GSE4360	10	antibiotic__toxic_agent
588	GSM99104	34	GSE4361	10	antibiotic__toxic_agent
589	GSM99105	34	GSE4361	10	antibiotic__toxic_agent
590	GSM99106	34	GSE4361	10	antibiotic__toxic_agent
591	GSM99107	34	GSE4361	10	antibiotic__toxic_agent
592	GSM99108	35	GSE4362	10	antibiotic__toxic_agent
593	GSM99109	35	GSE4362	10	antibiotic__toxic_agent
594	GSM99110	35	GSE4362	10	antibiotic__toxic_agent
595	GSM99111	35	GSE4362	10	antibiotic__toxic_agent
596	GSM99112	35	GSE4362	10	antibiotic__toxic_agent
597	GSM99113	35	GSE4362	10	antibiotic__toxic_agent
598	GSM99114	36	GSE4363	7	diauxic_shift
599	GSM99115	36	GSE4363	7	diauxic_shift
600	GSM99116	36	GSE4363	7	diauxic_shift
601	GSM99117	36	GSE4363	7	diauxic_shift
602	GSM99118	36	GSE4363	7	diauxic_shift
603	GSM99119	36	GSE4363	7	diauxic_shift
604	GSM99120	36	GSE4363	7	diauxic_shift
605	GSM99121	36	GSE4363	7	diauxic_shift
606	GSM99122	36	GSE4363	7	diauxic_shift
607	GSM99123	36	GSE4363	7	diauxic_shift
608	GSM99124	36	GSE4363	7	diauxic_shift
609	GSM99125	37	GSE4364	7	diauxic_shift
610	GSM99126	37	GSE4364	7	diauxic_shift
611	GSM99127	37	GSE4364	7	diauxic_shift
612	GSM99128	37	GSE4364	7	diauxic_shift
613	GSM99129	37	GSE4364	7	diauxic_shift
614	GSM99130	37	GSE4364	7	diauxic_shift
615	GSM99131	37	GSE4364	7	diauxic_shift
616	GSM99132	38	GSE4365	14	growth
617	GSM99133	38	GSE4365	14	growth
618	GSM99134	38	GSE4365	14	growth
619	GSM99135	38	GSE4365	14	growth
620	GSM99136	38	GSE4365	14	growth
621	GSM99137	39	GSE4366	14	growth
622	GSM99138	39	GSE4366	14	growth
623	GSM99139	39	GSE4366	14	growth
624	GSM99140	39	GSE4366	14	growth
625	GSM99141	39	GSE4366	14	growth
159	GSM37063	4	GSE2037	1	carbon_source
160	GSM37064	4	GSE2037	1	carbon_source
161	GSM37065	4	GSE2037	1	carbon_source
162	GSM37066	4	GSE2037	1	carbon_source
163	GSM37067	4	GSE2037	1	carbon_source
164	GSM37068	4	GSE2037	1	carbon_source
165	GSM37069	4	GSE2037	1	carbon_source
166	GSM37070	4	GSE2037	1	carbon_source
167	GSM37071	4	GSE2037	1	carbon_source
168	GSM37072	4	GSE2037	1	carbon_source
169	GSM37073	4	GSE2037	1	carbon_source
170	GSM37074	4	GSE2037	1	carbon_source
171	GSM37075	4	GSE2037	1	carbon_source
172	GSM37076	4	GSE2037	1	carbon_source
173	GSM37077	4	GSE2037	1	carbon_source
626	GSM99142	40	GSE4367	3	DNA
627	GSM99143	40	GSE4367	3	DNA
628	GSM99144	40	GSE4367	3	DNA
629	GSM99145	40	GSE4367	3	DNA
630	GSM99146	40	GSE4367	3	DNA
631	GSM99147	41	GSE4368	3	DNA
632	GSM99148	41	GSE4368	3	DNA
633	GSM99149	41	GSE4368	3	DNA
634	GSM99150	41	GSE4368	3	DNA
635	GSM99151	41	GSE4368	3	DNA
636	GSM99152	42	GSE4369	3	DNA
637	GSM99153	42	GSE4369	3	DNA
638	GSM99154	42	GSE4369	3	DNA
639	GSM99155	42	GSE4369	3	DNA
640	GSM99156	42	GSE4369	3	DNA
641	GSM99157	43	GSE4370	7	diauxic_shift
642	GSM99158	43	GSE4370	7	diauxic_shift
643	GSM99159	43	GSE4370	7	diauxic_shift
644	GSM99160	43	GSE4370	7	diauxic_shift
645	GSM99161	43	GSE4370	7	diauxic_shift
646	GSM99162	43	GSE4370	7	diauxic_shift
647	GSM99163	43	GSE4370	7	diauxic_shift
648	GSM99164	44	GSE4371	7	diauxic_shift
649	GSM99165	44	GSE4371	7	diauxic_shift
650	GSM99166	44	GSE4371	7	diauxic_shift
651	GSM99167	44	GSE4371	7	diauxic_shift
652	GSM99168	44	GSE4371	7	diauxic_shift
653	GSM99169	44	GSE4371	7	diauxic_shift
654	GSM99170	44	GSE4371	7	diauxic_shift
655	GSM99171	45	GSE4372	10	antibiotic__toxic_agent
656	GSM99172	45	GSE4372	10	antibiotic__toxic_agent
657	GSM99173	45	GSE4372	10	antibiotic__toxic_agent
658	GSM99174	45	GSE4372	10	antibiotic__toxic_agent
659	GSM99175	46	GSE4373	14	growth
660	GSM99176	46	GSE4373	14	growth
661	GSM99177	46	GSE4373	14	growth
662	GSM99178	46	GSE4373	14	growth
663	GSM99179	46	GSE4373	14	growth
664	GSM99180	46	GSE4373	14	growth
665	GSM99181	47	GSE4374	14	growth
666	GSM99182	47	GSE4374	14	growth
667	GSM99183	47	GSE4374	14	growth
668	GSM99184	47	GSE4374	14	growth
669	GSM99185	47	GSE4374	14	growth
670	GSM99186	47	GSE4374	14	growth
671	GSM99187	48	GSE4375	2	aerobic__anaerobic
672	GSM99188	48	GSE4375	2	aerobic__anaerobic
673	GSM99189	48	GSE4375	2	aerobic__anaerobic
674	GSM99190	48	GSE4375	2	aerobic__anaerobic
675	GSM99191	48	GSE4375	2	aerobic__anaerobic
676	GSM99192	48	GSE4375	2	aerobic__anaerobic
677	GSM99193	49	GSE4376	2	aerobic__anaerobic
678	GSM99194	49	GSE4376	2	aerobic__anaerobic
679	GSM99195	49	GSE4376	2	aerobic__anaerobic
680	GSM99196	49	GSE4376	2	aerobic__anaerobic
681	GSM99197	49	GSE4376	2	aerobic__anaerobic
682	GSM99198	49	GSE4376	2	aerobic__anaerobic
174	GSM63885	5	GSE2928	3	DNA
175	GSM63886	5	GSE2928	3	DNA
176	GSM63887	5	GSE2928	3	DNA
177	GSM63888	5	GSE2928	3	DNA
178	GSM63889	5	GSE2928	3	DNA
179	GSM63890	5	GSE2928	3	DNA
180	GSM63891	5	GSE2928	3	DNA
181	GSM63892	5	GSE2928	3	DNA
182	GSM63893	5	GSE2928	3	DNA
183	GSM63894	5	GSE2928	3	DNA
184	GSM63895	5	GSE2928	3	DNA
185	GSM63896	5	GSE2928	3	DNA
683	GSM99199	50	GSE4377	3	DNA
684	GSM99200	50	GSE4377	3	DNA
685	GSM99201	50	GSE4377	3	DNA
686	GSM99202	50	GSE4377	3	DNA
687	GSM99203	50	GSE4377	3	DNA
688	GSM99204	51	GSE4378	3	DNA
689	GSM99205	51	GSE4378	3	DNA
690	GSM99206	51	GSE4378	3	DNA
691	GSM99207	51	GSE4378	3	DNA
692	GSM99208	52	GSE4379	14	growth
693	GSM99209	52	GSE4379	14	growth
694	GSM99210	52	GSE4379	14	growth
695	GSM99211	53	GSE4380	14	growth
696	GSM99212	53	GSE4380	14	growth
697	GSM99213	53	GSE4380	14	growth
698	GSM99214	53	GSE4380	14	growth
699	GSM99215	53	GSE4380	14	growth
700	GSM99216	53	GSE4380	14	growth
701	GSM99380	54	GSE4408	3	DNA
702	GSM99384	54	GSE4408	3	DNA
703	GSM99386	54	GSE4408	3	DNA
704	GSM99389	54	GSE4408	3	DNA
705	GSM99390	54	GSE4408	3	DNA
706	GSM99391	54	GSE4408	3	DNA
707	GSM99392	54	GSE4408	3	DNA
708	GSM99393	54	GSE4408	3	DNA
709	GSM99394	54	GSE4408	3	DNA
710	GSM99395	54	GSE4408	3	DNA
711	GSM99396	54	GSE4408	3	DNA
712	GSM99397	54	GSE4408	3	DNA
713	GSM99398	54	GSE4408	3	DNA
714	GSM99399	54	GSE4408	3	DNA
715	GSM99400	54	GSE4408	3	DNA
716	GSM99401	54	GSE4408	3	DNA
717	GSM99636	55	GSE4417	9	heat_cold_stress
718	GSM99637	55	GSE4417	9	heat_cold_stress
719	GSM99638	55	GSE4417	9	heat_cold_stress
720	GSM99639	55	GSE4417	9	heat_cold_stress
721	GSM38546	56	GSE2129	3	DNA
722	GSM38547	56	GSE2129	3	DNA
723	GSM38548	56	GSE2129	3	DNA
724	GSM38549	56	GSE2129	3	DNA
725	1277	57	Courcelle_2001_Genetics	3	DNA
726	1278	57	Courcelle_2001_Genetics	3	DNA
727	1282	57	Courcelle_2001_Genetics	3	DNA
728	1285	57	Courcelle_2001_Genetics	3	DNA
729	1287	57	Courcelle_2001_Genetics	3	DNA
730	1290	57	Courcelle_2001_Genetics	3	DNA
731	1292	57	Courcelle_2001_Genetics	3	DNA
732	1908	57	Courcelle_2001_Genetics	3	DNA
733	1909	57	Courcelle_2001_Genetics	3	DNA
734	1911	57	Courcelle_2001_Genetics	3	DNA
735	1912	57	Courcelle_2001_Genetics	3	DNA
736	1913	57	Courcelle_2001_Genetics	3	DNA
737	1914	57	Courcelle_2001_Genetics	3	DNA
738	1915	57	Courcelle_2001_Genetics	3	DNA
739	1916	57	Courcelle_2001_Genetics	3	DNA
740	1585	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
741	1589	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
742	1592	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
743	1593	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
744	1595	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
745	1597	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
746	1637	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
747	1638	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
748	1639	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
749	1641	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
750	1642	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
752	1644	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
753	1646	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
754	1647	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
757	5265	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
758	5266	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
759	5268	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
760	5272	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
761	5273	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
762	5277	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
763	5278	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
764	5281	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
765	5284	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
766	5287	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
767	8455	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
768	9395	58	Khodursky_2000_24_okt_PNAS	8	amino_acids
769	14829	59	Tani_2002_15_okt_PNAS	8	amino_acids
770	14830	59	Tani_2002_15_okt_PNAS	8	amino_acids
771	14831	59	Tani_2002_15_okt_PNAS	8	amino_acids
186	GSM65588	6	GSE2999	3	DNA
187	GSM65589	6	GSE2999	3	DNA
188	GSM65590	6	GSE2999	3	DNA
189	GSM65591	6	GSE2999	3	DNA
190	GSM65593	6	GSE2999	3	DNA
191	GSM65594	6	GSE2999	3	DNA
192	GSM65596	6	GSE2999	3	DNA
193	GSM65597	6	GSE2999	3	DNA
194	GSM65598	6	GSE2999	3	DNA
195	GSM65600	6	GSE2999	3	DNA
196	GSM65601	6	GSE2999	3	DNA
197	GSM65622	6	GSE2999	3	DNA
198	GSM65623	6	GSE2999	3	DNA
199	GSM65624	6	GSE2999	3	DNA
200	GSM65626	6	GSE2999	3	DNA
201	GSM65628	6	GSE2999	3	DNA
202	GSM65629	6	GSE2999	3	DNA
203	GSM65630	6	GSE2999	3	DNA
204	GSM65632	6	GSE2999	3	DNA
205	GSM65634	6	GSE2999	3	DNA
206	GSM65636	6	GSE2999	3	DNA
207	GSM65638	6	GSE2999	3	DNA
208	GSM65639	6	GSE2999	3	DNA
209	GSM65641	6	GSE2999	3	DNA
783	GSM120166	61	GSE5356	4	Fe
784	GSM120192	61	GSE5356	4	Fe
785	GSM120193	61	GSE5356	4	Fe
786	GSM120194	61	GSE5356	4	Fe
787	GSM120196	61	GSE5356	4	Fe
788	GSM120197	61	GSE5356	4	Fe
789	GSM116028	62	GSE5139	12	nitrosating_agent
790	GSM116029	62	GSE5139	12	nitrosating_agent
791	GSM116030	62	GSE5139	12	nitrosating_agent
792	GSM116031	62	GSE5139	12	nitrosating_agent
793	GSM116024	63	GSE5137	12	nitrosating_agent
794	GSM116025	63	GSE5137	12	nitrosating_agent
795	GSM116026	63	GSE5137	12	nitrosating_agent
796	GSM116027	63	GSE5137	12	nitrosating_agent
797	GSM114383	64	GSE5076	12	nitrosating_agent
798	GSM114384	64	GSE5076	12	nitrosating_agent
799	GSM114385	64	GSE5076	12	nitrosating_agent
800	GSM114386	64	GSE5076	12	nitrosating_agent
801	GSM114368	65	GSE5075	12	nitrosating_agent
802	GSM114370	65	GSE5075	12	nitrosating_agent
803	GSM114371	65	GSE5075	12	nitrosating_agent
804	GSM114372	65	GSE5075	12	nitrosating_agent
805	GSM106337	66	GSE4706	7	diauxic_shift
806	GSM106338	66	GSE4706	7	diauxic_shift
807	GSM106339	66	GSE4706	7	diauxic_shift
808	GSM106340	66	GSE4706	7	diauxic_shift
809	GSM106341	66	GSE4706	7	diauxic_shift
810	GSM106342	66	GSE4706	7	diauxic_shift
811	GSM114612	67	GSE5084	12	nitrosating_agent
812	GSM114613	67	GSE5084	12	nitrosating_agent
813	GSM114614	67	GSE5084	12	nitrosating_agent
814	GSM114615	67	GSE5084	12	nitrosating_agent
815	GSM111413	68	GSE4941	10	antibiotic__toxic_agent
816	GSM111414	68	GSE4941	10	antibiotic__toxic_agent
817	GSM111415	68	GSE4941	10	antibiotic__toxic_agent
818	GSM111416	68	GSE4941	10	antibiotic__toxic_agent
819	GSM111417	68	GSE4941	10	antibiotic__toxic_agent
820	GSM111418	68	GSE4941	10	antibiotic__toxic_agent
821	GSM111419	68	GSE4941	10	antibiotic__toxic_agent
822	GSM111420	68	GSE4941	10	antibiotic__toxic_agent
823	GSM111421	68	GSE4941	10	antibiotic__toxic_agent
824	GSM111422	68	GSE4941	10	antibiotic__toxic_agent
825	GSM111423	68	GSE4941	10	antibiotic__toxic_agent
826	GSM111424	68	GSE4941	10	antibiotic__toxic_agent
210	GSM67647	7	GSE3105	4	Fe
211	GSM67648	7	GSE3105	4	Fe
212	GSM67651	7	GSE3105	4	Fe
213	GSM67652	7	GSE3105	4	Fe
214	GSM67655	7	GSE3105	4	Fe
215	GSM67656	7	GSE3105	4	Fe
216	GSM67657	7	GSE3105	4	Fe
217	GSM67658	7	GSE3105	4	Fe
218	GSM67659	7	GSE3105	4	Fe
219	GSM67660	7	GSE3105	4	Fe
220	GSM67663	7	GSE3105	4	Fe
221	GSM67665	7	GSE3105	4	Fe
833	GSM101766	70	GSE4556	6	pH
834	GSM101767	70	GSE4556	6	pH
835	GSM101768	70	GSE4556	6	pH
836	GSM101769	70	GSE4556	6	pH
837	GSM101770	70	GSE4556	6	pH
838	GSM101771	70	GSE4556	6	pH
839	GSM101772	70	GSE4556	6	pH
840	GSM101773	70	GSE4556	6	pH
841	GSM101774	70	GSE4556	6	pH
842	GSM101775	70	GSE4556	6	pH
843	GSM101776	70	GSE4556	6	pH
844	GSM101777	70	GSE4556	6	pH
845	GSM101778	70	GSE4556	6	pH
846	GSM101779	70	GSE4556	6	pH
847	GSM101780	70	GSE4556	6	pH
848	GSM88912	71	GSE3905	5	Biofilm
849	GSM88913	71	GSE3905	5	Biofilm
850	GSM88914	71	GSE3905	5	Biofilm
851	GSM88915	71	GSE3905	5	Biofilm
852	GSM88916	71	GSE3905	5	Biofilm
853	GSM88917	71	GSE3905	5	Biofilm
854	GSM88918	71	GSE3905	5	Biofilm
855	GSM88919	71	GSE3905	5	Biofilm
856	GSM106504	72	GSE4724	8	amino_acids
857	GSM106751	72	GSE4724	8	amino_acids
858	GSM106752	72	GSE4724	8	amino_acids
859	GSM106753	72	GSE4724	8	amino_acids
860	GSM106755	72	GSE4724	8	amino_acids
861	GSM106756	72	GSE4724	8	amino_acids
862	GSM106757	72	GSE4724	8	amino_acids
863	GSM106758	72	GSE4724	8	amino_acids
864	GSM106759	72	GSE4724	8	amino_acids
865	GSM137282	73	GSE5904	5	Biofilm
866	GSM137283	73	GSE5904	5	Biofilm
867	GSM118600	74	GSE5239	15	unknown
868	GSM118601	74	GSE5239	15	unknown
869	GSM118602	74	GSE5239	15	unknown
870	GSM118603	74	GSE5239	15	unknown
871	GSM118604	74	GSE5239	15	unknown
872	GSM118605	74	GSE5239	15	unknown
873	GSM118606	74	GSE5239	15	unknown
874	GSM118607	74	GSE5239	15	unknown
875	GSM118608	74	GSE5239	15	unknown
876	GSM118609	74	GSE5239	15	unknown
877	GSM118610	74	GSE5239	15	unknown
878	GSM118611	74	GSE5239	15	unknown
879	GSM118612	74	GSE5239	15	unknown
880	GSM118613	74	GSE5239	15	unknown
881	GSM118614	74	GSE5239	15	unknown
882	GSM118615	74	GSE5239	15	unknown
883	GSM118616	74	GSE5239	15	unknown
884	GSM118617	74	GSE5239	15	unknown
885	GSM118618	74	GSE5239	15	unknown
886	GSM118619	74	GSE5239	15	unknown
887	GSM118620	74	GSE5239	15	unknown
888	GSM118621	74	GSE5239	15	unknown
889	GSM118622	74	GSE5239	15	unknown
890	GSM118623	74	GSE5239	15	unknown
222	GSM89485	8	GSE3937	5	Biofilm
223	GSM89486	8	GSE3937	5	Biofilm
224	GSM89487	8	GSE3937	5	Biofilm
225	GSM89488	8	GSE3937	5	Biofilm
226	GSM101230	9	GSE4511	6	pH
227	GSM101231	9	GSE4511	6	pH
228	GSM101232	9	GSE4511	6	pH
229	GSM101233	9	GSE4511	6	pH
230	GSM101234	9	GSE4511	6	pH
231	GSM101235	9	GSE4511	6	pH
232	GSM101236	9	GSE4511	6	pH
233	GSM101237	9	GSE4511	6	pH
234	GSM101238	9	GSE4511	6	pH
235	GSM101239	9	GSE4511	6	pH
236	GSM101240	9	GSE4511	6	pH
237	GSM101241	9	GSE4511	6	pH
238	GSM101242	9	GSE4511	6	pH
239	GSM101243	9	GSE4511	6	pH
240	GSM101244	9	GSE4511	6	pH
